State,City,Locality,Dealer,Email,Mobile number
Delhi,New Delhi,Nehru Place 1,"SARGAM ELECTRONICS
G3, Raja House, 30 31 Nehru Place, Delhi
Nehru Place 1, New Delhi, Delhi
9540414141",, 9540414141
Delhi,New Delhi,Nehru Place 2,"SARGAM ELECTRONICS
G-2 Red rose Building Near iffco house- Nehru place
Nehru Place 2, New Delhi, Delhi
9540414141",, 9540414141
Delhi,New Delhi,Nehru Vihar,"aB3S Solutions Private Limited
Ankur Goyal (MD & CEO)
F 23B, First Floor, Vardhman Central Mall, LSC
Nehru Vihar, New Delhi, Delhi
110054
9818200463|8586966073
ankur.goyal@ab3s.in", ankur.goyal@ab3s.in, 9818200463|8586966073
Delhi,New Delhi,Nelson Mandela Marg,"Reliance Digital Retail Ltd.
Harendra Negi
RDRL Ambience Store, Shop No. - 231232233 Ambience Mall, Vasant Kunj,
Nelson Mandela Marg, New Delhi, Delhi
110070
Harendra.Negi@ril.com", Harendra.Negi@ril.com,
Delhi,New Delhi,Netaji Subash Place,"TQM Engineers Private Limited
Mr Pardep Sharma,Mr Rajiv Gupta,Mr Manmohan Jindal
Unit No 507,5th Floor,NDM-1,Plot No 2,3,4,Neta Ji Subhash Place
Netaji Subash Place, New Delhi, Delhi
110034
1244598700
1244598701
uniquengr@sify.com,pradeepsharma@uniqueengineers.co.in,sales@uniqueengineers.net,info@uniqueengineer.net"," uniquengr@sify.com,pradeepsharma@uniqueengineers.co.in,sales@uniqueengineers.net,info@uniqueengineer.net",
Delhi,New Delhi,New Ashok Nagar,"S G Technofab Private Limited
B-217
New Ashok Nagar, New Delhi, Delhi
110096
0129-6525554
0129-6525554
0129-4127179
sudhir@sgtechnofab.com, sgtechnofeb@gmail.com"," sudhir@sgtechnofab.com, sgtechnofeb@gmail.com", 0129-6525554
Delhi,New Delhi,Noida Sec-18,"SARGAM ELECTRONICS
P-20, Sector-18, Atta Market, Noida, U.P.
Noida Sec-18, New Delhi, Delhi
9540414141",, 9540414141
Delhi,New Delhi,Okhla,"System Airconditioning Pvt Ltd
Afzal Zaheer Khan
G-44, 3rd Floor, Kalindi Kunj Road, Shaheen Bagh, Jamia Nagar
Okhla, New Delhi, Delhi
110025
011-29946292
9891090942
systemairconditioning@gmail.com
Sensations
Mr. Anil Kalra
A-53,DDA Sheds.1st Floor,Okhla Industrial area Phase-ii,
Okhla, New Delhi, Delhi
110020
011-41765458|011-65671606
9811057953|
sensationsltd@gmail.com
Refair India (P) Ltd.
Mr.Rakesh Kumar Sood|Ms.Arti Sood
A-48, D.D.A. Units, Ind. Area, Phase-II,,
Okhla, New Delhi, Delhi
110020
011-41614568|41614569
9810079784
011-41614570
delhi@refairindia.com
As Air Systems Pvt Ltd
Mr.Sanjeev Aggarwal|Mr.Amarkant Jha
Dsidc Industrial Shed 65, Industrial Estate Phase ,
Okhla, New Delhi, Delhi
110020
41061427
9891799423|9268571617
airsystems2006@yahoo.co.in
Thandak Aircon
Mr R.K.S. Lamba|Mr. D Pandya
167, Sarai Jullena, Okhla Road,,
Okhla, New Delhi, Delhi
110025
011-26913153|011-26823964
9810413344|
26822414
thandak_aircon@yahoo.com", systemairconditioning@gmail.com sensationsltd@gmail.com delhi@refairindia.com airsystems2006@yahoo.co.in thandak_aircon@yahoo.com, 9891090942 9811057953| 9810079784 9891799423|9268571617 9810413344|
Delhi,New Delhi,Okhla Industrial Area Phase 1,"Better Comfort Systems
Anupam Chauhan|Gyan Prakash
B 169
Okhla Industrial Area Phase 1, New Delhi, Delhi
110019
011-26363642
7838441833|8800110191 | 9810091472
ceo@bettercomfort.in, bettercomfortsystems@gmail.com"," ceo@bettercomfort.in, bettercomfortsystems@gmail.com", 7838441833|8800110191 | 9810091472
Delhi,New Delhi,Okhla Phase II,"Medsource Health Care Pvt Ltd
Jagmohal Chawla
D-1/5
Okhla Phase II, New Delhi, Delhi
110020
011-30148215
9560192996
jagmohan.chawla@rwlhealthworld.com", jagmohan.chawla@rwlhealthworld.com, 9560192996
Delhi,New Delhi,Okhla Phase III,"Vactal Engineers Pvt Ltd
Vimal Uppal
C-140/D-187, Flatted Factory Complex
Okhla Phase III, New Delhi, Delhi
110020
011-26835761
9811078002
project@vactal.com", project@vactal.com, 9811078002
Delhi,New Delhi,Okhla Phase-I,"Harcomp Airflex Pvt. Ltd
Atul Kumar Gupta
D-154
Okhla Phase-I, New Delhi, Delhi
110020
011-43233111
9810150724
atul.gupta@harcomp.com", atul.gupta@harcomp.com, 9810150724
Delhi,New Delhi,Okhla Phase-III,"Shikhar Airconditioners
Pankaj Jain
F-251, Flatted Factory Complex
Okhla Phase-III, New Delhi, Delhi
110020
011-41808055 / 30886251
9311322212
shikharair@yahoo.com
Vactal Engineers Pvt. Ltd.
Mr. Vimal Uppal|Mr. Abhishek Gupta
C-140/D-187, Flatted Factories Complex,,
Okhla Phase-III, New Delhi, Delhi
110020
011-26835761|011-26928916
9811078002|9350435719
www.vactal.com", shikharair@yahoo.com , 9311322212 9811078002|9350435719
Delhi,New Delhi,Palam Colony,"SARGAM ELECTRONICS
WZ-440, Raj Nagar Part-2, Railway line road, Palam Colony, New Delhi
Palam Colony, New Delhi, Delhi
110045
9540414141",, 9540414141
Delhi,New Delhi,Panchsheel Enclave,"R.E.F.C.O.N. Airconditioning Pvt. Ltd.
Feroz Robertson|Dhiraj Kumar
D-40
Panchsheel Enclave, New Delhi, Delhi
110024
011-46562652
9811030406
refconaircon@gmail.com", refconaircon@gmail.com, 9811030406
Delhi,New Delhi,Paschim Puri,"SARGAM ELECTRONICS
133, Pocket-2, Paschim Puri Delhi
Paschim Puri, New Delhi, Delhi
9540414141",, 9540414141
Delhi,New Delhi,Paschim Vihar,"Electro World
Parvesh Sharma
B-1/18
Paschim Vihar, New Delhi, Delhi
110087
011-47511235
9871845817|8800498447
electroworldaikin@gmail.com
RefAir Engineering Works
Kamal Vashisht|Sanjeev Vashisht
85A/9, Jwala Heri,
Paschim Vihar, New Delhi, Delhi
110063
25282024|25265770
9999971751|9811044837
25272324
svashisht 55@yahoo.com
SARGAM ELECTRONICS
A-3/183, Paschim Vihar, New Delhi-63
Paschim Vihar, New Delhi, Delhi
9540414141
Sunview Electronics
236, State bank nagar, outer ring road, meera bagh chowk
Paschim Vihar, New Delhi, Delhi
42331163
9818446715
Electronic Paradise
Surender Ji
Samsung Plaza, A-3/5 Jawala Heri
Paschim Vihar, New Delhi, Delhi
011-45035345
8860601329
Electronic Paradise
Poonam Ji
A-4/38
Paschim Vihar, New Delhi, Delhi
110063
011-25276483
9873985118", electroworldaikin@gmail.com svashisht 55@yahoo.com, 9871845817|8800498447 9999971751|9811044837 9540414141 9818446715 8860601329 9873985118
Delhi,New Delhi,Patel Nagar,"SARGAM ELECTRONICS
47, South Patel Nagar Market, Delhi-8
Patel Nagar, New Delhi, Delhi
9540414141
Rakesh Electronics
Mohit Verma
2162 / T22
Patel Nagar, New Delhi, Delhi
110008
011-25706388
9899801034
rakeshelectronics123@gmail.com
Gemsons International
Hemant Dhall
67, South Market
Patel Nagar, New Delhi, Delhi
110008
011-25842020
9818255550
011-45063088
hemant_gemsons@yahoo.co.in", rakeshelectronics123@gmail.com hemant_gemsons@yahoo.co.in, 9540414141 9899801034 9818255550
Delhi,New Delhi,Patparganj,"Pioneer Tradex Pvt. Ltd.
Office No. 3, CSC - 4, DDA Market, Opp. Mayur Public School
Patparganj, New Delhi, Delhi
9811022308|9717591360
pioneergroup007@gmail.com", pioneergroup007@gmail.com, 9811022308|9717591360
Delhi,New Delhi,Pitam Pura,"SARGAM ELECTRONICS
498 ,Kohat Enclave,Â Opp Metro Pillar no :344, Pitam Pura, Delhi-34
Pitam Pura, New Delhi, Delhi
9540414141",, 9540414141
Delhi,New Delhi,Pitampura,"Thermal Engineers & Insulators Pvt Ltd
Ankit Gupta
207/H7, Aggarwal Plaza, NSP
Pitampura, New Delhi, Delhi
011-47705571
9136373636
thermal.office@gmail.com
Vijay Sales
Mr. Nanu Gupta|Mr. Mahesh
HD-2, Block HD, Pitampura Residential Scheme
Pitampura, New Delhi, Delhi
110088
011-65655252
9769496121
jitendra.rajput@vijaysales.com
Electronic Paradise
Krishan Ji|Kapoor Ji
13, Vaishali
Pitampura, New Delhi, Delhi
110088
011-27316118
8860601328|9312028785", thermal.office@gmail.com jitendra.rajput@vijaysales.com, 9136373636 9769496121 8860601328|9312028785
Delhi,New Delhi,Preet Vihar,"SARGAM ELECTRONICS
C-52 Preet Vihar, Delhi
Preet Vihar, New Delhi, Delhi
9540414141
Climate Engineering Company
Shafat Ahmed
325-B, III Floor, Vardhman Tower Commercial Complex
Preet Vihar, New Delhi, Delhi
110092
011-64596135
9810524776 / 9212768859
011-29943316
info@climateco.in", info@climateco.in, 9540414141 9810524776 / 9212768859
Delhi,New Delhi,R K Puram,"Raj Electronics
Sandeep Kumar Gupta
D-9, Mohan Singh Market, Sector 6
R K Puram, New Delhi, Delhi
110022
011-26164004
9871389740
rajrpgmail@rediffmail.com", rajrpgmail@rediffmail.com, 9871389740
Delhi,New Delhi,Rajender Nagar,"Unity Aircon Systems
Mr.Sunil Sharma|Mr.Suresh Gupta
Block No. 16, Plot No. 31, Old,
Rajender Nagar, New Delhi, Delhi
110060
29247060|65909720
9811072060|9811052120
29235646
unityairconsystems@yahoo.com", unityairconsystems@yahoo.com, 9811072060|9811052120
Delhi,New Delhi,Rajouri Garden,"SARGAM ELECTRONICS
A-21, Vishal Enclave, Rajouri Garden, Delhi
Rajouri Garden, New Delhi, Delhi
9540414141",, 9540414141
Delhi,New Delhi,Ramesh Nagar,"Babajee Refrigeration Works
R.C. Satija
B-125 & B-141, Double Storey
Ramesh Nagar, New Delhi, Delhi
110015
011-25193653|25413910
9810067079
yatinsatija@yahoo.co.in", yatinsatija@yahoo.co.in, 9810067079
Delhi,New Delhi,Rani Bagh,"Lovish Aircon Solution
Mahima Choudhary|Rahul Choudhary
3329 Mahindra Park, Road No. 44
Rani Bagh, New Delhi, Delhi
110034
011-27013259|27018153
9999554455
lovishairconsolution@rediffmail.com", lovishairconsolution@rediffmail.com, 9999554455
Delhi,New Delhi,Rohini,"Sargam India Electronics Pvt Ltd
Dayanand
Garg Trade Centre, Block No 1, III rd Floor, Behind SBI Bank, Sector -11
Rohini, New Delhi, Delhi
110085
9891415201
deepak@sargam.in
Hari Om Retail Pvt. Ltd.
First Floor,Aggarwal City Plaza Sector 3, Above BTW, Near M2K Cinema
Rohini, New Delhi, Delhi
8860616173|9711919986
Electronic Paradise
Surender Ji
A-1/8,(near M2K Rohini) Sector-8
Rohini, New Delhi, Delhi
110085
011-27940100
8588804471
Bir Engineering Solutions Pvt. Ltd.
Mr.K.L.Gujral|Mrs.Nini Gulati
B - 164, North Ex Mall, Sector - 9
Rohini, New Delhi, Delhi
110085
011 - 40578257|25949208
9818430293
011-25949209
ashishgulati@besindia.in, mohit.gulati@besindia.in
Yugal Air Conditioners
Mr.Yogesh Sharma
Showroom:15, C.S.C.-4, Sector-7,
Rohini, New Delhi, Delhi
110085
011-32513949
9312258755
yugal.aircon@gmail.com
Shrishti Enterprises
Hitesh Juneja
D-17/166, Sector-3
Rohini, New Delhi, Delhi
110085
011-27515588
9810458285
shrishti1@sify.com, hitesh_juneja2002@yahoo.com"," deepak@sargam.in ashishgulati@besindia.in, mohit.gulati@besindia.in yugal.aircon@gmail.com shrishti1@sify.com, hitesh_juneja2002@yahoo.com", 9891415201 8860616173|9711919986 8588804471 9818430293 9312258755 9810458285
Delhi,New Delhi,Rohini Sec-17,"SARGAM ELECTRONICS
B-1/35-36, Sector-17, Rohini, Delhi-85
Rohini Sec-17, New Delhi, Delhi
9540414141",, 9540414141
Delhi,New Delhi,Safdarjung Enclave,"C-mens Air Conditioning
Ravi Kumar Vohra
7 DDA Market, Arjun Nagar
Safdarjung Enclave, New Delhi, Delhi
110029
011-26108183|26172794
9810176173
vohra.cmens1@gmail.com, vohra_cmens1@yahoo.co.in"," vohra.cmens1@gmail.com, vohra_cmens1@yahoo.co.in", 9810176173
Delhi,New Delhi,Sarvpriya Vihar,"Aditya Aircon
Mr.Vikram Chadha
3, Shopping Complex,
Sarvpriya Vihar, New Delhi, Delhi
110020
46014504|26868907
9810032838
26868907
adityaaircon@gmail.com", adityaaircon@gmail.com, 9810032838
Delhi,New Delhi,Shakarpur,"Perfect Infraengineers Ltd
Praveen Sood
S-531,School Block II
Shakarpur, New Delhi, Delhi
110092
011-42487895
9821091165
011-42487895
ps@perfectinfra.com", ps@perfectinfra.com, 9821091165
Delhi,New Delhi,Shalimar Bagh,"Reliance Digital Retail Ltd.
RDRL DLF Store, GF& FF DLF City Center, AP Block
Shalimar Bagh, New Delhi, Delhi
110088",,
Delhi,New Delhi,Shastri Nagar,"Air Comfort Technologies
Devesh Arya
184 A, New Lahore
Shastri Nagar, New Delhi, Delhi
110031
9953126171
devesh.arya@gmail.com
AIRTECH
Dheeraj Gupta
B-927
Shastri Nagar, New Delhi, Delhi
110052
011-23651651|011-23651652
9891038800
airtech927@gmail.com, airtech990@gmail.com"," devesh.arya@gmail.com airtech927@gmail.com, airtech990@gmail.com", 9953126171 9891038800
Delhi,New Delhi,South Ex -1,"Modern Airconditioning System
Avtar Singh|Neelam Arora
Shop No.9 & 10, DDA Shopping Complex, South Extension-I
South Ex -1, New Delhi, Delhi
110049
011-24645737
9891227263
modsys2010@yahoo.com", modsys2010@yahoo.com, 9891227263
Delhi,New Delhi,South Ex-1,"Kelvin Systems Pvt. Ltd.
Mr.Rajnish K Sharma|Mr Sanjay Sharma
6, DDA Shopping Complex, South Extn -I,
South Ex-1, New Delhi, Delhi
110049
41646767|24626973
9891740007|9891740004
24634007
info@kelvinsystems.com", info@kelvinsystems.com, 9891740007|9891740004
Delhi,New Delhi,South Ex-2,"Citicool Corporation
Hemant Sareen
13, Jain Mandir Market,
South Ex-2, New Delhi, Delhi
110049
26256327|26254646
9810028375
26250788
citicool@vsnl.com", citicool@vsnl.com, 9810028375
Delhi,New Delhi,South Patel Nagar,"Timex Engineering Co
Gulshan Kaushat
3026/7F, Shiv Chowk, Ranjit Nagar
South Patel Nagar, New Delhi, Delhi
110008
011-64621266
9810344252
timexeng@gmail.com", timexeng@gmail.com, 9810344252
Delhi,New Delhi,Subzi Mandi,"Hari Om Retail Pvt. Ltd.
Sunil Juneja|Gaurav Juneja
7679, Clock Tower, GT Road, Near Amba Cinema
Subzi Mandi, New Delhi, Delhi
110007
011-23824617
9811167100
011-23824617
hariom_elect@yahoo.co.in", hariom_elect@yahoo.co.in, 9811167100
Delhi,New Delhi,Tri Nagar,"SARGAM ELECTRONICS
3774, Tri Nagar, Delhi-33
Tri Nagar, New Delhi, Delhi
9540414141",, 9540414141
Delhi,New Delhi,Tuglakabad,"Contec Impex Pvt. Ltd.
Aman Dewan|Anil Thapar
RZ-474 Gali No.13, Extn
Tuglakabad, New Delhi, Delhi
110019
26220136|26223376
9811669856
41602817
sales@contecgroup.org, aman@contecgroup.org"," sales@contecgroup.org, aman@contecgroup.org", 9811669856
Delhi,New Delhi,Uttam Nagar,"Sethi Pavilion
Mr Nikhil Sethi
Wz-174, Block A
Uttam Nagar, New Delhi, Delhi
110059
9999211723|9711102443
sethipavilion@gmail.com
Fairdeal Electronics
Satin Gupta
26 A, K Block, Rajapur
Uttam Nagar, New Delhi, Delhi
110059
1165452088
9899778782
fairdeal_electronics@line.com
Electronic Paradise
Jatin Ji
B-238, Ground Floor, Main Najafgarh Road
Uttam Nagar, New Delhi, Delhi
110059
8588830622
SARGAM ELECTRONICS
A-27, Main Najafgarh Road, Uttam Nagar, Delhi
Uttam Nagar, New Delhi, Delhi
9540414141", sethipavilion@gmail.com fairdeal_electronics@line.com, 9999211723|9711102443 9899778782 8588830622 9540414141
Delhi,New Delhi,Vasant Kunj,"Sensations- VRV Smart Studio
Anil Kalra
007, Ground Floor, Ganga Tower II, D6, Nelson Mandela Rd,
Vasant Kunj, New Delhi, Delhi
110070
011-41765458|011-49025742
vrvsmart@gmail.com", vrvsmart@gmail.com,
Delhi,New Delhi,Vasant Vihar,"Shiva Air-Conditioning Co.
Arun Talwar
2 & 11, A Block Market, Poorvi Marg
Vasant Vihar, New Delhi, Delhi
110057
011-26141860|26148063
9810173244
011-26897862
arun.talwar@hotmail.com", arun.talwar@hotmail.com, 9810173244
Delhi,New Delhi,Vikas Marg,"SARGAM ELECTRONICS
A-67, Guru Nanak Pura, Main Road, Vikas Marg, Delhi-92
Vikas Marg, New Delhi, Delhi
9540414141",, 9540414141
Delhi,New Delhi,Vikas Puri,"SARGAM ELECTRONICS
WZ-44/2, Outer Ring Road, Vikas Puri, Delhi-18
Vikas Puri, New Delhi, Delhi
9540414141
Electro World
Parvesh Sharma
K-131/2, Krishna Park Extn. Outer Ring Road
Vikas Puri, New Delhi, Delhi
110018
011-25993053
9871845817
electroworldaikin@gmail.com", electroworldaikin@gmail.com, 9540414141 9871845817
Delhi,New Delhi,Vishwakarma Colony,"Better Comfort Systems
A-3-C Ground Floor
Vishwakarma Colony, New Delhi, Delhi
110044
7838441833|8800110191
bettercomfortsystems@gmail.com", bettercomfortsystems@gmail.com, 7838441833|8800110191
Delhi,New Delhi,Vishwas Nagar,"Aermec HVAC Engineering Company
Sandeep Bhatia
RZ-25A
Vishwas Nagar, New Delhi, Delhi
110059
9810300518|9810300475
info@aermechvac.com", info@aermechvac.com, 9810300518|9810300475
Delhi,New Delhi,Vivek Vihar,No Dealers found,,
Delhi,New Delhi,West Patel Nagar,"Electronic Paradise
Rajeev
1/5
West Patel Nagar, New Delhi, Delhi
110008
011-25887964",,
Delhi,New Delhi,Yusuf Sarai,"SARGAM ELECTRONICS
50/3, Yusuf Sarai, Main Market, New Delhi 16
Yusuf Sarai, New Delhi, Delhi
9540414141",, 9540414141
Goa,DIU ,Dr. Kelkar Road,"Zahin Electronics
Sohil H. Hingora
13, Amichand Rupchand Dispensary, Near Manesh Medical, (U.T.)
Dr. Kelkar Road, DIU , Goa
362520
9824293377
sohil_70@ymail.com", sohil_70@ymail.com, 9824293377
Goa,Goa,Corlim,"Modern Digizone
Ruiana Fernandes
H.No 283, Eva France Building, Mollar, Ilhas
Corlim, Goa, Goa
403110
832225523
9881268644
mdzpanjim@moderndigizone.com", mdzpanjim@moderndigizone.com, 9881268644
Goa,Goa,Mapusa,"Shetye Trade Links
Dattaram Rajaram Shetye
S3, Shantai Appartments, Opp. Shetye Sales Syndicate, Karaswada
Mapusa, Goa, Goa
0832-2265593
9422057552
hitechgoa2000@rediffmail.com", hitechgoa2000@rediffmail.com, 9422057552
Goa,Goa,Margao,"Timblo Engineering Pvt. Ltd.
Pramod Panduronga Timblo
Post Box No.242, Subhash Timblo Bhavan, Isidorio Baptista Road
Margao, Goa, Goa
403601
0832-6484220
timbloengg@rediffmail.com
Solar Enterprises
Tina Rohit Mehta
G-7, Classic Heritage Building, Near B.P.S. Club, Pajifond
Margao, Goa, Goa
403601
0832-2714444
9850400751
ms.solarenterprises@rediffmail.com", timbloengg@rediffmail.com ms.solarenterprises@rediffmail.com, 9850400751
Goa,Goa,Margaon,"M/s Solar Enterprises
Rohit Mehta
G-7, Classic Heritage Building, Next to Axis Bank, Near BPS Club, Pajifond
Margaon, Goa, Goa
403601
0832-2714444| 0832-2704225
9850400751
sales@solarenterprises.in, rohit@solarenterprises.in
Acme Refrigeration Pvt. Ltd
Orceth Gomes|salita Gomes
2&3 Mayfair Appartments, Luis Miranda Road, Margao,
Margaon, Goa, Goa
403601
8326486210|733125
9370275812|9823174922
723923
acme_pl@hotmail.com"," sales@solarenterprises.in, rohit@solarenterprises.in acme_pl@hotmail.com", 9850400751 9370275812|9823174922
Goa,Goa,Mormugao,No Dealers found,,
Goa,Goa,Panaji,"Airwell Cooling Equipments
Savio Pascoal Fernandes|Donatina Fernandes
Shop no. 17, Sapna Centre, Dr.D.V. Road, Near Church Square
Panaji, Goa, Goa
403001
0832-2228885|2224523
9326106655
0832-2430984
airwell@modernref.com, mri@modernref.com"," airwell@modernref.com, mri@modernref.com", 9326106655
Goa,Goa,Porvorim,"Aircon
Antonio Dsouza
Shop No. 1, Gnd floor, Laxmi Narayan Building,
Porvorim, Goa, Goa
403521
8322410170
9823179990
aircon_asd@rediffmail.com
Airmax
Wilbur
Airmax, Susheila Building, Gnd floor,
Porvorim, Goa, Goa
403521
8322901255
9326121799
wilburdesa@rediffmail.com", aircon_asd@rediffmail.com wilburdesa@rediffmail.com, 9823179990 9326121799
Goa,Goa,Rua De Ourem,"CMM Arena Retails Pvt Ltd
Dean Menezes
CMM Building, Panjim
Rua De Ourem, Goa, Goa
403001
0832-6634951
9822101427
vandita@cmmgroup.in", vandita@cmmgroup.in, 9822101427
Goa,Goa,St. Inez,"Airflow Engineering
Shailesh Vaingankar
E2, Ground floor, Madhuban Complex Tambdi mati
St. Inez, Goa, Goa
403065
9552486899
airflowgoa@gmail.com
Grenesys
Flat No 205, 2nd Floor, A Wing, Rizvi Towers Caculo Circle, Panjim
St. Inez, Goa, Goa
403001
9820256665
pravin.dhamanse@grenesys.com", airflowgoa@gmail.com pravin.dhamanse@grenesys.com, 9552486899
Goa,Goa,Vasco Da Gama,"Airmax
Pankaj Joshi|Paresh Joshi
First Floor, Joshi Building, Vasco-Da-Gama
Vasco Da Gama, Goa, Goa
403802
0832-2516721|512449
9326121999|9326123799
0832-513924
pankajjoshi99@gmail.com, eusebiorebello@rediffmail.com"," pankajjoshi99@gmail.com, eusebiorebello@rediffmail.com", 9326121999|9326123799
Goa,Panaji,Panjim Bypass road,"M/s Divine Air
Sharvil Sampat |Chintan Ved
Shop No. 11 & 12, Raj Complex, Next to Skoda showroom, Taleigao,
Panjim Bypass road, Panaji, Goa
403002
0832-6455625
9890170105|9823564142
divineair@rediffmail.com", divineair@rediffmail.com, 9890170105|9823564142
Goa,Panjim,Talegaon,"Divine Air
Mr. Sharvil Sampat
Shop no 11-12 ,Raj Complex,Taleigaon , Tiswadi,goa-403002
Talegaon, Panjim, Goa
403002
0832-6455625/26
9890170105
divineair@rediffmail.com", divineair@rediffmail.com, 9890170105
Gujarat, Dist. Kheda,,"PD Marketing
Mr Rakesh Patel
22,Raja Complex,Nr. St Stand Cambay
Gujarat
380013
9825140336
rakesh@pdmarketing.in", rakesh@pdmarketing.in, 9825140336
